;Web ID;Region;Reported Date;Reported Year;Reported Month;Number Dead;Minimum Estimated Number of Missing;Total Dead and Missing;Number of Survivors;Number of Females;Number of Males;Number of Children;Cause of Death;Location Description;Information Source;Location Coordinates;Migration Route;URL;UNSD Geographical Grouping;Source Quality
178;30899.0;Europe;April 01, 2017;2017.0;Apr;1.0;;1;;;1.0;1.0;Crushed in back of truck, Vehicle Accident;Banbury, Oxfordshire, UK;BBC;52.064073000000, -1.373646700000;;http://bbc.in/2sMbRnT;Western Europe;1.0
179;30875.0;Europe;March 21, 2017;2017.0;Mar;1.0;;1;;;1.0;;Unknown;Mountain trail in France between Grimaldi, Ventimiglia, Italy and Menton, France;AFP;43.794087000000, 7.515889500000;;http://bit.ly/2mPzpVT;Western Europe;1.0
180;43897.0;Europe;March 11, 2017;2017.0;Mar;1.0;;1;;;1.0;;Hit by truck;A16 motorway near Grande-Synthe, Dunkirk, France;Le Phare Dunkerquois;50.994751460549, 2.277857761719;;http://bit.ly/2zED8wd, http://bit.ly/2zCoPbr;Western Europe;3.0
181;30843.0;Europe;February 27, 2017;2017.0;Feb;1.0;;1;;;1.0;;Electrocution;Near train station at Balerna, Switzerland;La Provincia;45.843069700000, 9.000180300000;;http://bit.ly/2lNys3c, http://bit.ly/2lCGOYN, http://bit.ly/2tio6cT;Western Europe;3.0
182;30830.0;Europe;February 22, 2017;2017.0;Feb;3.0;;3;5.0;;;;Drowning;Maritsa River, near ?psala, Turkey and Greece border;Expansion;40.944391500000, 26.285170200000;;http://bit.ly/2mnTMJR, http://bit.ly/2lNSjA4;Western Europe;3.0
183;30814.0;Europe;February 17, 2017;2017.0;Feb;1.0;;1;;;1.0;;Electrocution, Train Accident;Found dead on train at Cannes La Bocca station, France;Le Parisien;43.555178800000, 6.978879800000;;http://bit.ly/2tjLQO5;Western Europe;1.0
184;30797.0;Europe;February 12, 2017;2017.0;Feb;1.0;;1;;;1.0;;Hypothermia;near Pirot in the Serbian-Bulgarian border, Serbia;UNHCR;43.097249500000, 22.850287300000;Western Balkans;http://bit.ly/2kwb5Y4;Eastern Europe;4.0
185;30780.0;Europe;February 05, 2017;2017.0;Feb;1.0;;1;;;1.0;;Train Accident;A10, near Ventimiglia, Italy;Laguria Notizie;43.799651800000, 7.590728400000;;http://bit.ly/2jQVCBm;Southern Europe;1.0
186;30774.0;Europe;February 03, 2017;2017.0;Feb;1.0;;1;;;1.0;;Drowning;Tisza River, Subotica, Hungary border;IOM Bulgaria;46.177566000000, 19.679562000000;;http://bit.ly/2mJXIVr;Eastern Europe;4.0
187;30738.0;Europe;January 21, 2017;2017.0;Jan;1.0;;1;;;1.0;;Vehicle Accident;Motorway leading to port, Calais, France;The Telegraph;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/2jIiapl;Western Europe;1.0
188;30704.0;Europe;January 14, 2017;2017.0;Jan;1.0;;1;;;1.0;;Hypothermia;Near Evros River, Feres, Greece;CNN;40.886378700000, 26.177408600000;;http://bit.ly/2iH705B;Southern Europe;1.0
189;30669.0;Europe;January 06, 2017;2017.0;Jan;2.0;;2;;;;;Hypothermia;Mountain forest, Strandzha Region, Bulgaria;AFP;42.012500000000, 27.606422300000;;http://bit.ly/2iNkYDk;Eastern Europe;1.0
190;30661.0;Europe;January 03, 2017;2017.0;Jan;1.0;;1;;;1.0;;Hypothermia;Near Didimoteicho, Greece;IOM Greece, AP;41.345409800000, 26.480810900000;;http://bit.ly/2hQUT75;Southern Europe;4.0
191;30658.0;Europe;January 02, 2017;2017.0;Jan;1.0;;1;;1.0;;;Hypothermia;Near Ravadinovo, Bulgaria;Novinite;42.383331400000, 27.661176200000;;http://bit.ly/2j4NeCg, http://bit.ly/2hOkWdH;Eastern Europe;3.0
192;42803.0;Europe;December 29, 2016;2016.0;Dec;3.0;;3;12.0;;;1.0;Vehicle Accident;Nis-Belgrade highway, near Drazevac, Serbia;B92;44.642491100000, 20.220858800000;Western Balkans;http://bit.ly/2iKyzZD, http://bit.ly/2hL7kfW, http://bit.ly/2iLaP7B;Southern Europe;3.0
193;42815.0;Europe;December 26, 2016;2016.0;Dec;1.0;;1;;1.0;;;Hypothermia;Hills on Serbia-Bulgaria border;UNHCR;43.573664300000, 22.448596000000;Western Balkans;http://bit.ly/2kwb5Y4;Southern Europe;4.0
194;42788.0;Europe;December 24, 2016;2016.0;Dec;1.0;;1;;;1.0;;Fall from truck;Port of Dunkirk, France;RT;51.033308200000, 2.211838400000;;http://bit.ly/2hL3Tph;Western Europe;1.0
195;42821.0;Europe;December 23, 2016;2016.0;Dec;1.0;;1;;;1.0;;Hit by train;Ventimiglia-Menton train line, Italy;Sky Bet;43.789179900000, 7.511683100000;Italy to France;http://bit.ly/2lgugGO, http://bit.ly/2kFpHIJ, http://bit.ly/2tMpCGC;Western Europe;3.0
196;42446.0;Europe;December 03, 2016;2016.0;Dec;2.0;;2;1.0;1.0;1.0;;Fall from train;Train station in Woergl, Austria;AP;47.489249500000, 12.047001700000;;http://apne.ws/2grWpYL;Western Europe;1.0
197;42760.0;Europe;November 23, 2016;2016.0;Nov;1.0;;1;;;1.0;;Hypothermia;Abandoned industrial complex in northwestern Bulgaria;Sofia Globe;43.159215000000, 23.338148800000;Western Balkans;http://bit.ly/2fR6roQ;Eastern Europe;1.0
198;43034.0;Europe;November 23, 2016;2016.0;Nov;1.0;;1;;;1.0;;Suicide;Woods near Adasevci transit reception center, in northwestern Serbia;IOM Belgrade;45.040846000000, 19.228587700000;Western Balkans;;Eastern Europe;4.0
199;44534.0;Europe;November 21, 2016;2016.0;Nov;1.0;;1;;;1.0;;Drowning;Roya River, Ventimiglia, Italy;Open Migration;43.797679911978, 7.601406590430;;http://bit.ly/2mDdKSz;Southern Europe;1.0
200;42750.0;Europe;November 21, 2016;2016.0;Nov;1.0;;1;;;1.0;;Stabbed;Central Belgrade, Serbia;IOM Belgrade, AP;44.819432000000, 20.394488400000;Western Balkans;http://bit.ly/2fAwA86;Southern Europe;4.0
201;42775.0;Europe;November 21, 2016;2016.0;Nov;1.0;;1;;;1.0;1.0;Hit by train;Near Bolzano, Italy;Express UK;46.489231300000, 11.312138300000;;http://bit.ly/2gyb9VZ;Southern Europe;1.0
202;42378.0;Europe;November 16, 2016;2016.0;Nov;1.0;;1;;1.0;;;Hit by train;Near the Borghetto station at the border between Veneto and Trentino, Italy;Open Migration;46.099171300000, 10.774698800000;;http://bit.ly/2uLtXwa;Southern Europe;4.0
203;42455.0;Europe;October 26, 2016;2016.0;Oct;1.0;;1;;;;;Hit by vehicle;Outside of Calais, France;TheLocal.fr;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/1O4MUg8, http://bit.ly/23gniCk;Western Europe;3.0
204;42814.0;Europe;October 23, 2016;2016.0;Oct;1.0;;1;;;1.0;;Hit by car;La Provençale, A8 motorway, France;Imperia;43.438277900000, 6.469109200000;Italy to France;http://bit.ly/2kuYxl8, http://bit.ly/2tMpCGC;Western Europe;3.0
205;42738.0;Europe;October 18, 2016;2016.0;Oct;1.0;;1;;;1.0;;Crushed in back of truck;A20 Highway, near Sellindge, Kent, UK;International Business Times;51.101895200000, 0.983391600000;;http://bit.ly/2et7OHf, http://bit.ly/2qtNbAv;Northern Europe;3.0
206;42736.0;Europe;October 18, 2016;2016.0;Oct;1.0;;1;;;1.0;;Stabbed;Norrent-Fontes Migrant camp, Béthune, France;La Presse;50.529873600000, 2.626163000000;;http://bit.ly/2erBJhT, http://bit.ly/2egqble, http://dailym.ai/2eoKz1y;Western Europe;3.0
207;42718.0;Europe;October 14, 2016;2016.0;Oct;1.0;;1;2.0;;1.0;;Hit by train;On train tracks in Loon-Plage, near Calais, France;La Voix du Nord;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/2dV9pq6;Western Europe;1.0
208;42727.0;Europe;October 12, 2016;2016.0;Oct;1.0;;1;;;1.0;;Presumed drowning;Decomposed corpse found in Evros River near Soufli, Greece border with Turkey;IOM Greece;41.344216100000, 26.099691600000;Western Balkans;http://bit.ly/2ebyw7x;Southern Europe;4.0
209;42811.0;Europe;October 09, 2016;2016.0;Oct;1.0;;1;;1.0;;1.0;Hit by vehicle;Ventimiglia, A10 motorway from Liguria to France, Italy;The Italian Insider;43.801170700000, 7.592028400000;Italy to France;http://bit.ly/2ke03XK, http://bit.ly/2kzBqpK, http://bit.ly/2tMpCGC;Western Europe;3.0
210;42449.0;Europe;October 09, 2016;2016.0;Oct;1.0;;1;1.0;;1.0;;Hit by vehicle;Motorway through Chunnel Tunnel, near Calais, France;BBC;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bbc.in/2dO6zTr;Western Europe;1.0
211;42711.0;Europe;September 24, 2016;2016.0;Sep;1.0;;1;;;1.0;;Hit by train;Train tracks near port of Calais, France;AFP;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/2dllJhF;Western Europe;1.0
212;42692.0;Europe;September 19, 2016;2016.0;Sep;1.0;;1;;;1.0;;Stabbed;Abandoned ABEX factory, Patras, Greece;IOM Greece;38.249009200000, 21.710586400000;Western Balkans;http://bit.ly/2cojTzG;Southern Europe;4.0
213;42861.0;Europe;September 16, 2016;2016.0;Sep;1.0;;1;;;1.0;1.0;Hit by vehicle;N216, Port access ramp, Calais, France;The Independent;50.951880300000, 1.833936700000;Calais to United Kingdom;http://ind.pn/2cA5dyL, http://bit.ly/2dcSbG9, http://bit.ly/2elGf1v;Western Europe;3.0
214;42873.0;Europe;September 11, 2016;2016.0;Sep;6.0;;6;4.0;;3.0;4.0;Drowning;Danube River, near village of Archar, Bulgaria;Reuters, IOM Bulgaria;43.808594700000, 22.904275000000;Western Balkans;http://reut.rs/2colCDb;Eastern Europe;4.0
215;42706.0;Europe;September 10, 2016;2016.0;Sep;1.0;;1;;;;;Unknown;Informal migrant camp outside Mogul, Huelva, Spain;OK Diario;37.261167000000, -6.955912500000;;http://bit.ly/2da89hm;Southern Europe;1.0
216;42845.0;Europe;September 06, 2016;2016.0;Sep;1.0;;1;;;1.0;;Accident (non-vehicle);Viaduct in the A8 motorway, near St Agnes, Menton, France, at the Italy-France border;Open Migration;43.801315700000, 7.457541700000;Italy to France;http://bit.ly/2tMpCGC, http://bit.ly/2dDzMj0;Western Europe;4.0
217;42872.0;Europe;August 24, 2016;2016.0;Aug;1.0;;1;5.0;;1.0;;Shot;Woods in Serbia, near border to Bulgaria;Reuters;43.286878700000, 21.901946100000;Western Balkans;http://reut.rs/2bOF5wh;Southern Europe;1.0
218;42850.0;Europe;August 22, 2016;2016.0;Aug;1.0;;1;;;1.0;;Stabbed;Near motorway towards Port of Calais, France;AP;50.951880300000, 1.833936700000;Calais to United Kingdom;http://dailym.ai/2bsg9vm;Northern Europe;1.0
219;42954.0;Europe;July 27, 2016;2016.0;Jul;1.0;;1;;;1.0;;Unknown;Calais, France;Prefecture of Calais;50.951880300000, 1.833936700000;Calais to United Kingdom;;Western Europe;5.0
220;42877.0;Europe;July 26, 2016;2016.0;Jul;1.0;;1;6.0;;1.0;;Stabbed;Calais 'Jungle', France;Reuters;50.951880300000, 1.833936700000;Calais to United Kingdom;http://en.rfi.fr/france/20160726-ethiopian-killed-calais-migrant-camp;Western Europe;1.0
221;42613.0;Europe;July 20, 2016;2016.0;Jul;1.0;;1;;;1.0;;Hit by vehicle;A16 motorway near Calais;Nord Pas-de-Calais;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/2a4wZAM;Western Europe;1.0
222;42599.0;Europe;July 12, 2016;2016.0;Jul;1.0;;1;;1.0;;;Hit by truck;Bypass over highway towards Port of Calais;Les Echos;50.965429100000, 1.900613000000;Calais to United Kingdom;http://bit.ly/29J7wM8;Western Europe;1.0
223;42603.0;Europe;July 04, 2016;2016.0;Jul;1.0;;1;;;1.0;;Hit by truck;Highway leading to Calais Port;Associated Press;50.972636000000, 1.890741500000;Calais to United Kingdom;http://bit.ly/29lWtHC;Western Europe;1.0
224;42545.0;Europe;June 07, 2016;2016.0;Jun;1.0;;1;;;1.0;;Plane stowaway;Found in Brussels Airport, on Brussels Airways flight from Dakar, Senegal;Medias de Bruxelles;50.900457900000, 4.480999900000;;http://bit.ly/28mVQoU;Western Europe;1.0
225;42444.0;Europe;June 01, 2016;2016.0;Jun;1.0;;1;6.0;;1.0;;Drowning;Tisza River between Serbia and Hungary;AP;46.029766500000, 20.022026100000;Western Balkans;http://abcn.ws/1t8Kipt;Eastern Europe;1.0
226;42539.0;Europe;May 28, 2016;2016.0;May;1.0;;1;;;1.0;;Hit by truck;Highway A-16, near Calais, France;Diario de Transporte;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/28IstaO;Western Europe;1.0
227;42474.0;Europe;May 09, 2016;2016.0;May;1.0;;1;;;1.0;;Hit by vehicle;on road near Calais, France;AP;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/1rOIVev;Western Europe;1.0
228;42525.0;Europe;April 01, 2016;2016.0;Apr;1.0;;1;;;1.0;;Vehicle Accident, Crushed in back of truck;In Oxfordshire, England;The Guardian;51.744362900000, -1.450083900000;;http://bit.ly/1ZYGotY;Northern Europe;1.0
229;42407.0;Europe;March 31, 2016;2016.0;Mar;1.0;;1;;;1.0;;Hit by vehicle;A16 near Calais, France;AFP;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/1MDtIX4;Western Europe;1.0
230;42406.0;Europe;March 23, 2016;2016.0;Mar;2.0;;2;;;2.0;;Unknown (decomposed remains);Malko Tarnovo, Bulgaria (near border with Turkey);AFP;41.973614900000, 27.526430000000;Western Balkans;http://bit.ly/1LIXgT1;Eastern Europe;1.0
231;42950.0;Europe;March 14, 2016;2016.0;Mar;3.0;;3;23.0;1.0;2.0;;Drowning;Suva Seka River near Gevgelija, near Greek-Macedonian border;Reuters, Wall Street Journal;41.134741800000, 22.501628200000;Western Balkans;http://reut.rs/1UsRfed, http://on.wsj.com/1YRFCy7;Southern Europe;3.0
232;42949.0;Europe;March 11, 2016;2016.0;Mar;1.0;;1;;;1.0;1.0;Fall from train;train tracks near German-Austrian border;Reuters;48.457552000000, 13.432637000000;;http://reut.rs/1RUFHye;Western Europe;1.0
233;42953.0;Europe;March 02, 2016;2016.0;Mar;1.0;;1;;;1.0;;Unknown;Calais, France;Calais Prefecture;50.951880300000, 1.833936700000;Calais to United Kingdom;;Western Europe;5.0
234;42495.0;Europe;February 12, 2016;2016.0;Feb;1.0;;1;;;1.0;;Electrocution on railway;Subotica, Serbia, en route to Hungary;Blog de veille sur les droits de l'Homme en Serbie, B92;46.091061500000, 19.636973900000;Western Balkans;http://bit.ly/1Uo7dGU, http://bit.ly/1oEkKOc;Southern Europe;3.0
235;42440.0;Europe;February 10, 2016;2016.0;Feb;1.0;;1;;;1.0;;Drowning;near Calais, France;Le Figaro.fr;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/23YBm3O;Western Europe;1.0
236;42939.0;Europe;February 07, 2016;2016.0;Feb;2.0;;2;;;;1.0;Hypothermia;Malko Tarnovo, in southeastern Bulgaria close to the border with Turkey;AFP and Sofia News Agency;41.935835200000, 27.529345800000;Western Balkans;http://yhoo.it/1ok7iPH, http://bit.ly/1LakECW;Eastern Europe;3.0
237;42411.0;Europe;January 25, 2016;2016.0;Jan;1.0;;1;2.0;;1.0;;Murdered;Kilkis, Greece near border with FYRO Macedonia;Greek Reporter, AFP;41.002360800000, 22.841811400000;Western Balkans;http://bit.ly/1OK9318, http://yhoo.it/1K88Gi5;Southern Europe;3.0
238;42938.0;Europe;January 23, 2016;2016.0;Jan;1.0;;1;;;1.0;;Hypothermia;Western Bulgaria, near Serbian border;UNHCR;42.847265700000, 22.758562100000;Western Balkans;http://www.unhcr.org/56aa19556.html;Eastern Europe;4.0
239;42512.0;Europe;January 23, 2016;2016.0;Jan;1.0;;1;;;1.0;;Fall from truck, Crushed;Ancona, Italy. Had likely come on ferry from Greece.;Corriere Adriatico;43.617847400000, 13.491304300000;;http://bit.ly/1WHrois;Southern Europe;1.0
240;42937.0;Europe;January 20, 2016;2016.0;Jan;1.0;;1;;;1.0;;Hypothermia;Western Bulgaria, near Serbian border;UNHCR;42.847265700000, 22.758562100000;Western Balkans;http://www.unhcr.org/56aa19556.html;Eastern Europe;4.0
241;42419.0;Europe;January 17, 2016;2016.0;Jan;1.0;;1;;;1.0;;Hypothermia;found in car, on road 2 km from Alakurtti, Russia en route to Finland;The Barents Observer;66.929981400000, 30.231359700000;;http://bit.ly/1Qi9eDb;Eastern Europe;1.0
242;42849.0;Europe;January 10, 2016;2016.0;Jan;1.0;;1;;;1.0;;Plane stowaway;Found at Orly Airport, France. Was on flight from Brazil that landed in Charles de Gaulle on the 10th of January.;Daily Mail;48.726243300000, 2.363058500000;;http://dailym.ai/1T7zAIQ;Western Europe;1.0
243;40638.0;Europe;December 31, 2015;2015.0;Dec;2.0;;2;;;2.0;;Hypothermia;Bulgaria;Whales Online;43.080295000000, 23.703613000000;;http://bit.ly/2oi2c7M;Eastern Europe;1.0
244;40613.0;Europe;December 28, 2015;2015.0;Dec;1.0;;1;;;;;Crushed in back of truck;Motorway near Dunkirque, France;El Siglo de Torreon;51.016352000000, 2.399438000000;;http://bit.ly/24taPcp, http://rfi.my/1U8IQMm;Western Europe;3.0
245;41051.0;Europe;December 24, 2015;2015.0;Dec;1.0;;1;;1.0;;1.0;Vehicle Accident;Samos Island;IOM Athens;33.631295300000, 15.615427200000;;;Uncategorized;4.0
246;40607.0;Europe;December 19, 2015;2015.0;Dec;1.0;;1;;;1.0;;Fall;Escaping from health center in Sardinia, Italy;El Comercio;40.067293000000, 9.175777000000;;http://bit.ly/2bmAReE;Southern Europe;1.0
247;41043.0;Europe;December 03, 2015;2015.0;Dec;1.0;;1;;1.0;1.0;1.0;Vehicle Accident;Calais motorway, France;Calais Migrant Solidarity;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/1DPsGT2;Western Europe;4.0
248;40570.0;Europe;December 03, 2015;2015.0;Dec;1.0;;1;;;1.0;;Electrocution;Greek-Macedonian border;IOM Greece;40.930111000000, 21.771839000000;Western Balkans;http://wapo.st/1TyLOZo;Southern Europe;4.0
249;41042.0;Europe;December 02, 2015;2015.0;Dec;1.0;;1;;;1.0;;Vehicle Accident;Calais motorway, France;Calais Migrant Solidarity;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/1DPsGT2;Western Europe;4.0
250;40844.0;Europe;November 17, 2015;2015.0;Nov;2.0;;2;;;2.0;;Suffocation;found at Ferroli boilers warehouse, Branston UK;The Guardian;52.783148000000, -1.679280000000;;http://bit.ly/1Lvdhom;Northern Europe;1.0
251;40859.0;Europe;November 13, 2015;2015.0;Nov;1.0;;1;;1.0;;1.0;Train Accident;Train tracks in NE Greece to Alexandroupolis;AP;40.878119800000, 26.155459300000;Western Balkans;http://bit.ly/1QGgDMf;Southern Europe;1.0
252;40715.0;Europe;November 13, 2015;2015.0;Nov;2.0;;2;;;;;Organ failure;Murska Sobota and Maribor, Slovenia;Svet24;46.552688000000, 15.663439000000;Western Balkans;http://bit.ly/1QpUAdk;Southern Europe;1.0
253;40584.0;Europe;October 31, 2015;2015.0;Oct;1.0;;1;;1.0;;;Exposure;upon entry to refugee camp at Opatovac, Croatia;AP;45.260431700000, 19.170648000000;Western Balkans;http://bit.ly/1P5scwF;Southern Europe;1.0
254;40610.0;Europe;October 28, 2015;2015.0;Oct;1.0;;1;;1.0;;;Cardiac arrest;Unspecified location at the Austrian-German border;Action Group for Palestinians of Syria;48.256865300000, 12.951881400000;Western Balkans;http://www.actionpal.org.uk/en/;Western Europe;4.0
255;41061.0;Europe;October 26, 2015;2015.0;Oct;1.0;;1;;;1.0;;Vehicle Accident;in Calais, France;TheLocal.fr;50.951880300000, 1.833936700000;Calais to United Kingdom;http://bit.ly/1O4MUg8, http://bit.ly/23gniCk;Western Europe;3.0
256;40855.0;Europe;October 16, 2015;2015.0;Oct;1.0;;1;;;1.0;1.0;Train Accident;Channel Tunnel, , France;La Voix du Nord;51.007732100000, 1.422840100000;Calais to United Kingdom;http://bit.ly/1n6aJsz;Western Europe;1.0
257;40684.0;Europe;October 15, 2015;2015.0;Oct;1.0;;1;;;1.0;;Shot;near border town of Sredets, Bulgaria;BBC;42.345200000000, 27.181300000000;Western Balkans;http://bbc.in/1LR7VnP;Eastern Europe;1.0
258;41049.0;Europe;October 15, 2015;2015.0;Oct;1.0;;1;;1.0;;;Vehicle Accident;Motorway close to the Channel Tunnel near Calais , France;Calais Migrant Solidarity;50.951290000000, 1.858686000000;Calais to United Kingdom;http://bit.ly/22N7qH6;Western Europe;4.0
259;40850.0;Europe;October 15, 2015;2015.0;Oct;1.0;;1;;;;;Train Accident;alongside a train platform in Coquelles, France;Reuters;50.936400000000, 1.799950000000;;http://reut.rs/1OHpRGz;Western Europe;1.0
260;41044.0;Europe;October 14, 2015;2015.0;Oct;1.0;;1;;;1.0;;Vehicle Accident;M20 highway, near junction 8 for Leeds, near Maidestone, Kent, England, UK;Daily Mail;51.299076000000, 0.516880000000;;http://dailym.ai/1WmVWHU;Northern Europe;1.0
261;41037.0;Europe;October 05, 2015;2015.0;Oct;1.0;;1;;;;;Vehicle Accident;highway near near Presevo, Serbia;Independent.mk;42.309200000000, 21.649900000000;Western Balkans;http://www.independent.mk/articles/22794/Refugee+Crisis+One+Killed+in+Accident+Near+Vranje+Two+Children+Drown+Near+Kos;Southern Europe;1.0
262;40612.0;Europe;September 30, 2015;2015.0;Sep;1.0;;1;;;1.0;;Train Accident;French entrance to Channel Tunnel, France;CNN;50.922300000000, 1.784080000000;Calais to United Kingdom;http://cnn.it/1FHSgL9;Western Europe;1.0
263;40287.0;Europe;September 29, 2015;2015.0;Sep;1.0;;1;;;1.0;;Crushed in back of truck;In a truck in Calais port, France;BBC;50.951300000000, 1.858690000000;Calais to United Kingdom;http://bbc.in/1RfPDkT;Western Europe;1.0
264;41052.0;Europe;September 29, 2015;2015.0;Sep;1.0;;1;;;1.0;;Vehicle Accident;Calais, France;Guardian;50.937235000000, 1.890964000000;Calais to United Kingdom;http://www.theguardian.com/uk-news/2015/jul/29/calais-one-dead-1500-migrants-storm-eurotunnel-terminal;Western Europe;1.0
265;40849.0;Europe;September 24, 2015;2015.0;Sep;1.0;;1;;;1.0;1.0;Train Accident;Channel Tunnel (entrance at Calais), France;BBC;50.923200000000, 1.782850000000;Calais to United Kingdom;http://www.bbc.com/news/world-europe-34345684;Western Europe;1.0
266;40532.0;Europe;September 20, 2015;2015.0;Sep;1.0;;1;;;1.0;;Drowning;Port of Calais, France;Morocco World News;50.966392000000, 1.862324900000;Calais to United Kingdom;http://bit.ly/1S6gZgF;Western Europe;1.0
267;40572.0;Europe;September 18, 2015;2015.0;Sep;1.0;;1;;;1.0;;Electrocution, Train Accident;Entarance to Eurotunnel in Calais, France;BBC;50.951880300000, 1.833936700000;Calais to United Kingdom;http://www.bbc.com/news/uk-34287750;Western Europe;1.0
268;40670.0;Europe;September 12, 2015;2015.0;Sep;1.0;;1;;;;;Plane stowaway;Schiphol airport, Amsterdam. Plane departed from Nairobi, Kenya.;Reuters;52.310538600000, 4.768274400000;;http://reut.rs/1K63owH;Western Europe;1.0
269;41048.0;Europe;September 10, 2015;2015.0;Sep;1.0;;1;2.0;;;;Vehicle Accident;main road near Szeged, Hungary;Reuters;46.247356000000, 20.090216000000;Western Balkans;http://reut.rs/1GUxsRv;Eastern Europe;1.0
270;40606.0;Europe;September 04, 2015;2015.0;Sep;1.0;;1;;;1.0;;Fall onto train tracks;Bicske, west of Budapest, Hungary;Independent;47.476023300000, 18.900956300000;Western Balkans;http://ind.pn/1iFmiEI;Eastern Europe;1.0
271;40858.0;Europe;September 04, 2015;2015.0;Sep;1.0;;1;;;1.0;;Train Accident;train tracks near the village of Petrades, near the Turkish border in Greece.;Independent;40.858969000000, 25.853259000000;Western Balkans;http://ind.pn/1iFmiEI;Southern Europe;1.0
272;40390.0;Europe;September 01, 2015;2015.0;Sep;1.0;;1;;;1.0;;Drowning;River between Greece and FYROM;BBC;40.942440300000, 21.943246000000;Western Balkans;http://bbc.in/1LdZGXa;Southern Europe;1.0
273;40846.0;Europe;August 27, 2015;2015.0;Aug;71.0;;71;;8.0;59.0;4.0;Suffocation;On A4 motorway, just outside of Vienna, Austria;Europol, Al Jazeera;48.208174300000, 16.373818900000;;http://bit.ly/2iXwXwV, http://bit.ly/1JpIrzK;Western Europe;3.0
274;41047.0;Europe;July 29, 2015;2015.0;Jul;1.0;;1;;;1.0;;Vehicle Accident;Eurotunnel, France;The Guardian;50.951300000000, 1.858690000000;Calais to United Kingdom;http://bit.ly/1glqwRa, http://bit.ly/1Im65dN;Western Europe;3.0
275;41056.0;Europe;July 27, 2015;2015.0;Jul;1.0;;1;;;1.0;;Vehicle Accident;Eurotunnel, France;Liberation Society;50.951300000000, 1.858690000000;Calais to United Kingdom;http://www.liberation.fr/societe/2015/07/29/des-noms-derrieres-les-migrants-morts-a-calais_1355183;Western Europe;1.0
276;40369.0;Europe;July 24, 2015;2015.0;Jul;1.0;;1;;;1.0;;Drowning;Calais, Eurotunnel site;The Express;50.926453900000, 1.796831500000;Calais to United Kingdom;http://bit.ly/1HXOSXN;Western Europe;1.0
277;41005.0;Europe;July 24, 2015;2015.0;Jul;1.0;;1;;;;;Unknown;British side of Eurotunnel;Independent;51.096029100000, 1.037926800000;Calais to United Kingdom;http://ind.pn/1Irgvhr;Northern Europe;1.0
278;41046.0;Europe;July 24, 2015;2015.0;Jul;1.0;;1;;1.0;;;Vehicle Accident;A16 motorway, Northern France, near Channel Tunnel;The Express;50.003540600000, 2.171915600000;Calais to United Kingdom;http://bit.ly/1IiUz1J;Western Europe;1.0
279;40366.0;Europe;July 19, 2015;2015.0;Jul;1.0;;1;;;1.0;1.0;Drowning;Eurotunnel, France;Calais Migrant Solidarity;49.382400000000, 2.109380000000;Calais to United Kingdom;https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/;Western Europe;4.0
280;41055.0;Europe;July 16, 2015;2015.0;Jul;1.0;;1;;;1.0;;Vehicle Accident;Calais, France;Calais Migrant Solidarity;50.951300000000, 1.858690000000;Calais to United Kingdom;https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/;Western Europe;4.0
281;41041.0;Europe;July 15, 2015;2015.0;Jul;1.0;;1;;;1.0;;Vehicle Accident;M5 near border crossing at Roezke, Hungary;Hu Lala;46.186966000000, 19.991362000000;Western Balkans;http://bit.ly/1MIyn3k;Eastern Europe;1.0
282;41054.0;Europe;July 13, 2015;2015.0;Jul;1.0;;1;;;1.0;;Vehicle Accident;Calais-Eurotunnel, France;Calais Migrant Solidarity;51.017900000000, 1.474550000000;Calais to United Kingdom;https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/;Western Europe;4.0
283;40857.0;Europe;July 07, 2015;2015.0;Jul;1.0;;1;;;1.0;;Train Accident;French entrance to Channel Tunnel, France;BBC and The Guardian;50.914300000000, 1.800380000000;Calais to United Kingdom;http://bbc.in/1HalLjR, http://bit.ly/1TnlRvV;Western Europe;3.0
284;41053.0;Europe;June 29, 2015;2015.0;Jun;1.0;;1;;1.0;;;Vehicle Accident;A16 between Calais and Marck, France;Calais Migrant Solidarity;49.610700000000, 2.109380000000;Calais to United Kingdom;http://bit.ly/1DPsGT2;Western Europe;4.0
285;40856.0;Europe;June 26, 2015;2015.0;Jun;1.0;;1;;;1.0;;Train Accident;French entrance to Channel Tunnel, France;The Guardian;46.227638000000, 2.213749000000;Calais to United Kingdom;http://bit.ly/1KNxevI;Western Europe;1.0
